status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
no checking account,24.0,critical account/other credits existing,,1851.0,... < 100 DM,,4.0,male : married/widowed,guarantor,2.0,,33.0,none,own,2.0,skilled employee/official,1.0,yes,yes,1
... < 100 DM,18.0,critical account/other credits existing,domestic appliances,1880.0,... < 100 DM,4 <= ... < 7 years,4.0,male : married/widowed,none,1.0,,32.0,none,own,2.0,management/self-employed/highly qualified employee/officer,1.0,yes,yes,1
no checking account,36.0,delay in paying off in the past,others,7980.0,unknown/no savings account,... < 1 year,4.0,male : single,none,4.0,car or other,27.0,none,rent,2.0,skilled employee/official,1.0,yes,,0
... < 100 DM,30.0,no credits taken/all credits paid back duly,radio/television,4583.0,... < 100 DM,1 <= ... < 4 years,2.0,male : divorced/separated,guarantor,2.0,real estate,32.0,none,own,,skilled employee/official,1.0,no,yes,1
no checking account,12.0,existing credits paid back duly till now,car (new),1386.0,500 <= ... < 1000 DM,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,building society savings agreement/life insurance,26.0,none,own,1.0,skilled employee/official,,no,yes,0
... >= 200 DM / salary for at least 1 year,24.0,,car (new),947.0,... < 100 DM,4 <= ... < 7 years,4.0,male : single,,,unknown/no property,38.0,bank,for free,1.0,skilled employee/official,2.0,no,yes,0
... < 100 DM,12.0,existing credits paid back duly till now,retraining,684.0,... < 100 DM,1 <= ... < 4 years,4.0,male : single,none,4.0,car or other,40.0,none,rent,1.0,,2.0,no,yes,0
... < 100 DM,48.0,existing credits paid back duly till now,retraining,7476.0,... < 100 DM,4 <= ... < 7 years,4.0,male : single,,1.0,unknown/no property,50.0,none,,1.0,management/self-employed/highly qualified employee/officer,1.0,yes,yes,1
0 <= ... < 200 DM,12.0,existing credits paid back duly till now,radio/television,1922.0,... < 100 DM,1 <= ... < 4 years,4.0,male : single,none,2.0,building society savings agreement/life insurance,,none,own,1.0,unskilled - resident,,no,yes,0
,24.0,existing credits paid back duly till now,car (new),,... < 100 DM,... >= 7 years,4.0,male : single,co-applicant,,,45.0,none,own,1.0,skilled employee/official,1.0,no,yes,0
0 <= ... < 200 DM,36.0,delay in paying off in the past,car (new),8086.0,100 <= ... < 500 DM,,2.0,male : single,none,,car or other,42.0,none,own,4.0,management/self-employed/highly qualified employee/officer,1.0,yes,yes,0
no checking account,24.0,critical account/other credits existing,car (used),2346.0,... < 100 DM,4 <= ... < 7 years,4.0,male : single,none,3.0,car or other,35.0,none,own,,skilled employee/official,1.0,yes,,1
,14.0,existing credits paid back duly till now,car (new),3973.0,... < 100 DM,unemployed,1.0,male : single,none,4.0,unknown/no property,,none,for free,1.0,skilled employee/official,,no,yes,1
0 <= ... < 200 DM,12.0,existing credits paid back duly till now,car (new),888.0,... < 100 DM,... >= 7 years,4.0,male : single,none,4.0,car or other,41.0,bank,own,1.0,unskilled - resident,2.0,no,yes,0
no checking account,48.0,existing credits paid back duly till now,,10222.0,unknown/no savings account,4 <= ... < 7 years,4.0,male : single,none,3.0,car or other,37.0,,own,1.0,skilled employee/official,1.0,yes,yes,1
,30.0,no credits taken/all credits paid back duly,others,4221.0,... < 100 DM,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,1.0,car or other,28.0,none,own,2.0,skilled employee/official,1.0,no,yes,1
0 <= ... < 200 DM,18.0,,radio/television,6361.0,... < 100 DM,... >= 7 years,2.0,male : single,none,1.0,unknown/no property,,none,,1.0,skilled employee/official,1.0,yes,yes,1
... >= 200 DM / salary for at least 1 year,12.0,existing credits paid back duly till now,domestic appliances,1297.0,... < 100 DM,1 <= ... < 4 years,3.0,male : married/widowed,none,4.0,real estate,23.0,none,,1.0,,1.0,,,1
... < 100 DM,,existing credits paid back duly till now,car (new),900.0,unknown/no savings account,1 <= ... < 4 years,,male : married/widowed,,2.0,car or other,23.0,,own,1.0,,1.0,no,yes,0
no checking account,21.0,existing credits paid back duly till now,radio/television,2241.0,... < 100 DM,... >= 7 years,4.0,male : single,none,2.0,real estate,50.0,,,2.0,skilled employee/official,1.0,no,yes,1
0 <= ... < 200 DM,6.0,delay in paying off in the past,radio/television,1050.0,... < 100 DM,,4.0,male : single,none,1.0,,35.0,stores,own,,management/self-employed/highly qualified employee/officer,1.0,yes,,1
... >= 200 DM / salary for at least 1 year,6.0,,retraining,1047.0,,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,building society savings agreement/life insurance,50.0,none,own,1.0,unskilled - resident,1.0,no,,1
no checking account,24.0,critical account/other credits existing,furniture/equipment,6314.0,... < 100 DM,unemployed,4.0,male : single,,,unknown/no property,27.0,bank,,2.0,management/self-employed/highly qualified employee/officer,,yes,yes,1
,30.0,all credits at this bank paid back duly,radio/television,3496.0,... >= 1000 DM,1 <= ... < 4 years,,male : single,none,2.0,car or other,34.0,stores,,1.0,skilled employee/official,2.0,,,1
no checking account,48.0,all credits at this bank paid back duly,others,,... < 100 DM,,,female : divorced/separated/married,none,1.0,real estate,27.0,stores,own,1.0,skilled employee/official,1.0,no,yes,1
... < 100 DM,,critical account/other credits existing,car (new),4843.0,... < 100 DM,... >= 7 years,3.0,male : single,co-applicant,,building society savings agreement/life insurance,43.0,none,,2.0,,,yes,yes,0
,30.0,critical account/other credits existing,domestic appliances,,... < 100 DM,... >= 7 years,4.0,male : single,none,4.0,building society savings agreement/life insurance,47.0,none,,1.0,skilled employee/official,1.0,no,yes,1
no checking account,,critical account/other credits existing,others,4139.0,100 <= ... < 500 DM,1 <= ... < 4 years,3.0,male : single,none,3.0,building society savings agreement/life insurance,27.0,none,own,2.0,unskilled - resident,1.0,,yes,1
no checking account,36.0,existing credits paid back duly till now,others,5742.0,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male : single,none,2.0,car or other,31.0,none,own,2.0,skilled employee/official,,yes,yes,1
no checking account,60.0,existing credits paid back duly till now,car (new),10366.0,... < 100 DM,... >= 7 years,2.0,male : single,none,4.0,building society savings agreement/life insurance,42.0,none,own,1.0,management/self-employed/highly qualified employee/officer,1.0,yes,yes,1
no checking account,6.0,critical account/other credits existing,car (new),,500 <= ... < 1000 DM,1 <= ... < 4 years,1.0,male : married/widowed,none,2.0,car or other,24.0,none,own,,skilled employee/official,1.0,no,yes,1
no checking account,21.0,delay in paying off in the past,others,2580.0,500 <= ... < 1000 DM,... < 1 year,4.0,male : single,none,2.0,real estate,41.0,bank,own,1.0,unskilled - resident,2.0,no,yes,0
no checking account,30.0,critical account/other credits existing,domestic appliances,4530.0,... < 100 DM,4 <= ... < 7 years,4.0,,none,4.0,car or other,,none,rent,1.0,management/self-employed/highly qualified employee/officer,1.0,yes,yes,1
no checking account,24.0,critical account/other credits existing,radio/television,5150.0,,... >= 7 years,4.0,male : single,,4.0,car or other,33.0,none,own,,skilled employee/official,1.0,yes,yes,1
0 <= ... < 200 DM,,existing credits paid back duly till now,domestic appliances,5595.0,,1 <= ... < 4 years,2.0,male : married/widowed,none,2.0,car or other,24.0,,,1.0,skilled employee/official,1.0,no,yes,0
... < 100 DM,24.0,existing credits paid back duly till now,,2384.0,... < 100 DM,... >= 7 years,4.0,male : single,none,4.0,real estate,64.0,bank,rent,1.0,unskilled - resident,,no,,1
no checking account,18.0,existing credits paid back duly till now,,1453.0,... < 100 DM,... < 1 year,3.0,female : divorced/separated/married,none,1.0,real estate,26.0,none,,1.0,skilled employee/official,1.0,no,yes,1
no checking account,6.0,existing credits paid back duly till now,retraining,,... < 100 DM,,1.0,,none,2.0,unknown/no property,56.0,none,,1.0,skilled employee/official,1.0,,yes,1
no checking account,12.0,existing credits paid back duly till now,domestic appliances,,unknown/no savings account,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown/no property,37.0,none,for free,1.0,skilled employee/official,1.0,yes,yes,1
no checking account,,delay in paying off in the past,domestic appliances,1478.0,... < 100 DM,1 <= ... < 4 years,4.0,,none,3.0,real estate,,,own,2.0,skilled employee/official,1.0,no,yes,1
no checking account,24.0,critical account/other credits existing,domestic appliances,,... < 100 DM,... < 1 year,3.0,male : married/widowed,,3.0,unknown/no property,47.0,none,,3.0,skilled employee/official,1.0,yes,yes,1
0 <= ... < 200 DM,36.0,delay in paying off in the past,others,9857.0,100 <= ... < 500 DM,4 <= ... < 7 years,1.0,male : single,,3.0,building society savings agreement/life insurance,31.0,none,own,2.0,unskilled - resident,,yes,yes,1
no checking account,60.0,existing credits paid back duly till now,car (new),6527.0,unknown/no savings account,1 <= ... < 4 years,4.0,male : single,none,4.0,,34.0,none,,1.0,,2.0,yes,yes,1
... >= 200 DM / salary for at least 1 year,10.0,,domestic appliances,1347.0,unknown/no savings account,4 <= ... < 7 years,4.0,male : single,,2.0,building society savings agreement/life insurance,27.0,none,own,2.0,skilled employee/official,1.0,,yes,1
0 <= ... < 200 DM,36.0,delay in paying off in the past,car (new),2862.0,100 <= ... < 500 DM,... >= 7 years,4.0,male : single,none,3.0,unknown/no property,30.0,none,,1.0,skilled employee/official,1.0,no,yes,1
no checking account,9.0,existing credits paid back duly till now,domestic appliances,2753.0,100 <= ... < 500 DM,... >= 7 years,3.0,male : single,co-applicant,4.0,car or other,35.0,,own,1.0,skilled employee/official,1.0,yes,yes,1
,12.0,existing credits paid back duly till now,car (new),3651.0,... >= 1000 DM,1 <= ... < 4 years,1.0,male : single,none,3.0,building society savings agreement/life insurance,31.0,none,,1.0,skilled employee/official,2.0,no,yes,1
... < 100 DM,15.0,critical account/other credits existing,radio/television,975.0,... < 100 DM,1 <= ... < 4 years,2.0,male : divorced/separated,none,3.0,building society savings agreement/life insurance,25.0,none,own,,skilled employee/official,,no,yes,1
0 <= ... < 200 DM,15.0,,education,2631.0,,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,,real estate,,none,own,1.0,unskilled - resident,,no,yes,1
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,domestic appliances,2896.0,100 <= ... < 500 DM,... < 1 year,2.0,male : single,none,1.0,car or other,29.0,none,own,1.0,skilled employee/official,1.0,no,yes,1
... < 100 DM,6.0,critical account/other credits existing,,4716.0,unknown/no savings account,,1.0,male : single,none,3.0,real estate,44.0,none,own,2.0,unskilled - resident,2.0,no,yes,1
no checking account,,existing credits paid back duly till now,domestic appliances,2284.0,... < 100 DM,4 <= ... < 7 years,4.0,male : single,none,,car or other,28.0,none,own,1.0,skilled employee/official,,,yes,1
no checking account,6.0,existing credits paid back duly till now,car (used),1236.0,500 <= ... < 1000 DM,1 <= ... < 4 years,2.0,,none,4.0,building society savings agreement/life insurance,50.0,,rent,1.0,skilled employee/official,,no,yes,1
0 <= ... < 200 DM,12.0,existing credits paid back duly till now,domestic appliances,,... < 100 DM,4 <= ... < 7 years,4.0,male : single,guarantor,3.0,real estate,29.0,none,own,2.0,skilled employee/official,1.0,no,no,1
no checking account,,,car (new),926.0,... < 100 DM,,1.0,female : divorced/separated/married,none,2.0,building society savings agreement/life insurance,38.0,none,own,,unemployed/unskilled - non-resident,,no,yes,1
,18.0,critical account/other credits existing,domestic appliances,1800.0,... < 100 DM,1 <= ... < 4 years,4.0,male : single,none,2.0,car or other,24.0,none,,2.0,skilled employee/official,,,yes,1
... >= 200 DM / salary for at least 1 year,15.0,existing credits paid back duly till now,,1905.0,... < 100 DM,... >= 7 years,4.0,male : single,,4.0,car or other,40.0,none,rent,,,1.0,yes,,1
no checking account,12.0,existing credits paid back duly till now,radio/television,,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,car or other,29.0,none,rent,1.0,unskilled - resident,1.0,no,yes,0
... < 100 DM,48.0,critical account/other credits existing,car (used),6331.0,... < 100 DM,... >= 7 years,4.0,male : single,none,4.0,unknown/no property,46.0,none,for free,2.0,skilled employee/official,1.0,yes,yes,0
... >= 200 DM / salary for at least 1 year,24.0,existing credits paid back duly till now,domestic appliances,1377.0,100 <= ... < 500 DM,... >= 7 years,4.0,female : divorced/separated/married,,2.0,unknown/no property,,none,for free,1.0,skilled employee/official,1.0,yes,yes,1
0 <= ... < 200 DM,30.0,,others,2503.0,100 <= ... < 500 DM,... >= 7 years,4.0,,none,2.0,building society savings agreement/life insurance,41.0,stores,own,2.0,skilled employee/official,1.0,no,yes,1
,27.0,existing credits paid back duly till now,others,,... < 100 DM,... < 1 year,4.0,female : divorced/separated/married,,1.0,building society savings agreement/life insurance,32.0,none,own,,skilled employee/official,,yes,yes,1
no checking account,15.0,existing credits paid back duly till now,car (new),5324.0,500 <= ... < 1000 DM,... >= 7 years,1.0,female : divorced/separated/married,none,4.0,unknown/no property,35.0,none,,1.0,skilled employee/official,,no,yes,1
0 <= ... < 200 DM,48.0,existing credits paid back duly till now,car (new),6560.0,100 <= ... < 500 DM,4 <= ... < 7 years,,male : single,none,2.0,building society savings agreement/life insurance,24.0,,,1.0,skilled employee/official,1.0,no,yes,0
0 <= ... < 200 DM,12.0,no credits taken/all credits paid back duly,radio/television,2969.0,... < 100 DM,... < 1 year,4.0,female : divorced/separated/married,none,,building society savings agreement/life insurance,,none,rent,2.0,skilled employee/official,1.0,,yes,0
,9.0,existing credits paid back duly till now,domestic appliances,1206.0,... < 100 DM,... >= 7 years,4.0,female : divorced/separated/married,none,4.0,real estate,,none,own,1.0,skilled employee/official,1.0,no,,1
0 <= ... < 200 DM,9.0,existing credits paid back duly till now,domestic appliances,2118.0,... < 100 DM,1 <= ... < 4 years,2.0,male : single,none,2.0,real estate,37.0,none,own,1.0,,2.0,no,yes,1
no checking account,18.0,critical account/other credits existing,domestic appliances,629.0,500 <= ... < 1000 DM,... >= 7 years,4.0,male : single,none,3.0,building society savings agreement/life insurance,32.0,bank,own,2.0,management/self-employed/highly qualified employee/officer,1.0,yes,,1
... < 100 DM,6.0,,retraining,1198.0,... < 100 DM,... >= 7 years,4.0,female : divorced/separated/married,none,4.0,unknown/no property,35.0,,for free,1.0,skilled employee/official,1.0,no,,0
no checking account,21.0,existing credits paid back duly till now,car (used),2476.0,unknown/no savings account,... >= 7 years,4.0,male : single,none,4.0,real estate,46.0,none,own,1.0,management/self-employed/highly qualified employee/officer,1.0,yes,yes,1
,,critical account/other credits existing,domestic appliances,,... < 100 DM,,4.0,male : single,none,4.0,real estate,25.0,none,own,2.0,unskilled - resident,1.0,,yes,1
